Day,Weekday,🌼 Good Habit Tracking,Effectiveness,📛 Bad Habit Tracking,Productivity,Morning Exercise,Evaluation After Each Task,Meditation,Reading,Code Practice,Night Exercise,Night Reflection,Personal Project,Wake Up Time,Sleep Time,Nap Hours,Total Sleep Hours,Browsing Social Media Times,"Eating Quality (1 - poor, 5 - good)",💰 Money Spend,Good parts - achievement,Week,Date,Good Habit Tracking Calculation,Assumptions To Chellenge,Finished Todos (Fixed Number),Habit,Today Todos,Bad parts - to Improve,Total Todos,Weight,Effectiveness Ref,Finished Todos Rollup (Changes over time),Sleep Quality
Sep 22,Wednesday,░ 13%,█████ 56%,⚪️⚪️⚪️⚪️🟣⚫️⚪️🔴,❌ Not Productive,No,No,Yes,No,No,No,No,No,7.5,2,2,7.5,,,170,,Week 38 (https://www.notion.so/Week-38-61499056ba2647fcbff77bfa12961426?pvs=21),"September 22, 2021",0.125,Can I start immediately when I realised there is more meaningful thing to do?,5,❌ Record calories taken each meal,"1 - Codecademy Practice (https://www.notion.so/1-Codecademy-Practice-20987a5cd24f42049a0d73e96954968c?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-3fc00cc04e794d5c9676c6c9a0e9ccec?pvs=21), 3 - Meditation (https://www.notion.so/3-Meditation-64c3bc35ae2242d8afb536de85945c8a?pvs=21), 4 - Calligraphy Practice (https://www.notion.so/4-Calligraphy-Practice-890a007270cb4d2cb8d702740fdbca66?pvs=21), 5 - Summary, Question and Inspiration (https://www.notion.so/5-Summary-Question-and-Inspiration-13db8ecf3a404a8697879450f75c4e69?pvs=21), 6 - Deepstash / Article Reading (https://www.notion.so/6-Deepstash-Article-Reading-a6d9fca1f765493882cecdc2feb0873b?pvs=21), [SR] Proper user flow with error handling (https://www.notion.so/SR-Proper-user-flow-with-error-handling-a62853d33c7f40ebb5bfd6e8c548892d?pvs=21), Competitor Research and Analyse (https://www.notion.so/Competitor-Research-and-Analyse-f8be2135a75f4acea6eab13a814738c2?pvs=21), Re-design flow of admin.sentient.io (https://www.notion.so/Re-design-flow-of-admin-sentient-io-73f58f1f4f3f4c56b3b9b1f1a319cb62?pvs=21)",,9,,0.555555555556,6,Good
Sep 21,Tuesday," 0%",████████ 82%,⚪️⚪️⚪️⚪️⚪️⚫️⚫️🔴,❌ Not Productive,No,No,No,No,No,No,No,No,8,3,0,5,,,,,Week 38 (https://www.notion.so/Week-38-61499056ba2647fcbff77bfa12961426?pvs=21),"September 21, 2021",0,Can I start immediately when I realised there is more meaningful thing to do?,9,❌ Record calories taken each meal,"3 - Meditation (https://www.notion.so/3-Meditation-16b479932c7747089ce06c4aad08bb63?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-c6378f59962e410e84adce035c3238da?pvs=21), 1 - Codecademy Practice (https://www.notion.so/1-Codecademy-Practice-c63ac454f0c94cec9c745d5ee416af58?pvs=21), 6 - Deepstash / Article Reading (https://www.notion.so/6-Deepstash-Article-Reading-0a0acec70073479c9c23535baed994c8?pvs=21), 4 - Calligraphy Practice (https://www.notion.so/4-Calligraphy-Practice-a7847a10c2e34c7aa70daf54da6ef2ad?pvs=21), 5 - Summary, Question and Inspiration (https://www.notion.so/5-Summary-Question-and-Inspiration-2d1b507ba5914f7bba39c961d18a15e5?pvs=21), [IHI] Landing page - Link button and link styles (https://www.notion.so/IHI-Landing-page-Link-button-and-link-styles-2fa18dd069154ba7a4cf23126a3cc14e?pvs=21), [IHI] LiDar UI Mockup Part 3 (https://www.notion.so/IHI-LiDar-UI-Mockup-Part-3-9ccc8ff295784182a2b5927a7cd17a48?pvs=21), Research on summary techniques (https://www.notion.so/Research-on-summary-techniques-b4e006322d174dbaba921bec6b391237?pvs=21), Pay Credit card (https://www.notion.so/Pay-Credit-card-72c6be4764d944ca8b9fd00b3b5f75a6?pvs=21), Organise House Purchasing Process  (https://www.notion.so/Organise-House-Purchasing-Process-70ad03ded94a4f2d9d9e8eefd41aaefb?pvs=21)",Lack of energy to start working,11,,0.818181818182,9,Good
Sep 20,Monday,░░░░░ 50%,██████ 67%,⚪️⚪️⚪️⚪️🟣⚫️⚪️⚪️,🚀 Productive,Yes,No,Yes,Yes,No,No,Yes,No,6.5,1.5,2,7,,,170,,Week 38 (https://www.notion.so/Week-38-61499056ba2647fcbff77bfa12961426?pvs=21),"September 20, 2021",0.5,Can I start immediately when I realised there is more meaningful thing to do?,6,❌ Record calories taken each meal,"1 - Codecademy Practice (https://www.notion.so/1-Codecademy-Practice-d97b153990514e06b75103394b9220f8?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-c12c2a7099d24166ab3976dab6487250?pvs=21), 3 - Meditation (https://www.notion.so/3-Meditation-d9f92aeb3b0f420093c1e86733f7d584?pvs=21), 4 - Calligraphy Practice (https://www.notion.so/4-Calligraphy-Practice-c103ce756b74462a947c11f8dd152947?pvs=21), 5 - Summary, Question and Inspiration (https://www.notion.so/5-Summary-Question-and-Inspiration-cf3656c8c5d2499fa37382831fad8ddd?pvs=21), 6 - Deepstash / Article Reading (https://www.notion.so/6-Deepstash-Article-Reading-1f8ac21371d54f33b75589732dd84978?pvs=21), [IHI] Lidar UI Mockup Part 1 (https://www.notion.so/IHI-Lidar-UI-Mockup-Part-1-5916f729190c4cf689a93b2815ff6d68?pvs=21), Research on summary techniques (https://www.notion.so/Research-on-summary-techniques-b4e006322d174dbaba921bec6b391237?pvs=21), [IHI] LiDar UI Mockup Part 2 (https://www.notion.so/IHI-LiDar-UI-Mockup-Part-2-a7db77d99e5d4669a31447f63e7c71c7?pvs=21)",Lack of energy to start work.,9,,0.666666666667,7,Normal
Sep 19,Sunday,░░░ 38%,███████ 78%,⚪️⚪️⚪️⚪️⚪️⚫️⚫️⚪️,🚀 Productive,No,No,Yes,No,No,Yes,Yes,No,7,3,0,4,,,,,Week 37 (https://www.notion.so/Week-37-2dd76468f0014e138cfd427c01725c27?pvs=21),"September 19, 2021",0.375,Can I be more focus?,7,☑️ Avoid using social media for more than 15 minutes,"1 - Codecademy Practice (https://www.notion.so/1-Codecademy-Practice-f5cba7dca97d499dac3096ae4e6bcb5d?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-a508fe0fe41b44d78e927a1ac233dd58?pvs=21), 3 - Meditation (https://www.notion.so/3-Meditation-75f90c7972e549a0abf3307da0ae4d68?pvs=21), 4 - Calligraphy Practice (https://www.notion.so/4-Calligraphy-Practice-8b61aeb981c743259599373518f1a4e1?pvs=21), 5 - Summary, Question and Inspiration (https://www.notion.so/5-Summary-Question-and-Inspiration-370a9509e77440ff80d8f7f327e6076d?pvs=21), 6 - Deepstash / Article Reading (https://www.notion.so/6-Deepstash-Article-Reading-90e8677e5a15447fb827ea1716dca2fc?pvs=21), Appointment with Timmy @September 19, 2021 11:00 AM  (https://www.notion.so/Appointment-with-Timmy-2f8d185c4ca1484f848bef1736b2b759?pvs=21), Asyncapi display logic and side link menu bug fix (https://www.notion.so/Asyncapi-display-logic-and-side-link-menu-bug-fix-8a52a22eda3844e5b9cf3a2af6e77878?pvs=21), Try It out roadmap planning (https://www.notion.so/Try-It-out-roadmap-planning-41f27a39a7f04d41a68f4311ed0b6149?pvs=21)",,9,,0.777777777778,7,Good
Sep 18,Saturday,░░░░░░ 63%,████████ 82%,🔵🔵⚪️⚪️⚪️⚫️⚫️⚪️,🚀 Productive,No,Yes,Yes,Yes,No,Yes,Yes,No,10,3,0,7,,,,Getting back some of my habit. Effective night time spending,Week 37 (https://www.notion.so/Week-37-2dd76468f0014e138cfd427c01725c27?pvs=21),"September 18, 2021",0.625,Can I be more focus?,9,☑️ Avoid using social media for more than 15 minutes,"2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-b77893f06af04dee9e697b242536edb9?pvs=21), 3 - Meditation (https://www.notion.so/3-Meditation-32ce1d0bb6544442a8d394506bca95a0?pvs=21), 6 - Deepstash / Article Reading (https://www.notion.so/6-Deepstash-Article-Reading-732af71afaa54fc39545b9478ad9fc0d?pvs=21), 4 - Calligraphy Practice (https://www.notion.so/4-Calligraphy-Practice-4c43165e2caf4fd69f2557044dfd0b7a?pvs=21), 5 - Summary 1 article / content (https://www.notion.so/5-Summary-1-article-content-ac4abd49d0654282a1991b3f85f018f7?pvs=21), 1 - Codecademy Practice (https://www.notion.so/1-Codecademy-Practice-3df75273042044ffae106231a6e7d60a?pvs=21), Competitor Research and Analyse (https://www.notion.so/Competitor-Research-and-Analyse-f8be2135a75f4acea6eab13a814738c2?pvs=21), Weekly Review (https://www.notion.so/Weekly-Review-fd71e79248d34eeab0553ffa2c78ea9f?pvs=21), Websocket API doc style (https://www.notion.so/Websocket-API-doc-style-0948df867c254b7bb966416e2bf533bc?pvs=21), Contact House Mover - Schedule moving time (https://www.notion.so/Contact-House-Mover-Schedule-moving-time-89213dfccc9941709950a7b821ccda3d?pvs=21), Planning of moving out (https://www.notion.so/Planning-of-moving-out-3c0fedf1264b402cb0bb85fd15eb00c0?pvs=21)",,11,,0.818181818182,9,Good
Sep 17,Friday,░░ 25%,██████████ 100%,⚪️⚪️⚪️⚪️⚪️⚫️⚪️🔴,🧭 Reset Day,No,No,Yes,Yes,No,No,No,No,8,2,0,6,,,,Decided to order omini desk,Week 37 (https://www.notion.so/Week-37-2dd76468f0014e138cfd427c01725c27?pvs=21),"September 17, 2021",0.25,Can I be more focus?,8,☑️ Avoid using social media for more than 15 minutes,"3 - Meditation (https://www.notion.so/3-Meditation-aee94706d45e4167a65828b033ca0b62?pvs=21), 4 - Calligraphy Practice (https://www.notion.so/4-Calligraphy-Practice-3e9797d4eca94d9fa0256017bd84e012?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-412a558309284f2d8120488a8f4eec63?pvs=21), 5 - Summary 1 article / content (https://www.notion.so/5-Summary-1-article-content-15fbaf3384f04659a21694230c129fad?pvs=21), 6 - Deepstash / Article Reading (https://www.notion.so/6-Deepstash-Article-Reading-ad384c9286684e20a126f9597a10b507?pvs=21), 1 - Codecademy Practice (https://www.notion.so/1-Codecademy-Practice-684b73210b904eecb184dc42321b624d?pvs=21), Hotkey Configuration Page UI  (https://www.notion.so/Hotkey-Configuration-Page-UI-0fa3b2f46c2c40cfbfb04477a9c06e0c?pvs=21), Research on 100 principles (https://www.notion.so/Research-on-100-principles-7999b85936624febaece5b33ca7aea57?pvs=21)","Night time management, over eating, eating spicy food till sore throat ",8,,1,8,Good
Sep 16,Thursday," 0%",███████ 78%,🔵🔵⚪️⚪️⚪️⚫️⚫️🔴,🧭 Reset Day,No,No,No,No,No,No,No,No,9,3,0,6,,,,"Progress in house moving - on site measurement of cabinet and kitchen ",Week 37 (https://www.notion.so/Week-37-2dd76468f0014e138cfd427c01725c27?pvs=21),"September 16, 2021",0,Can I be more focus?,7,☑️ Avoid using social media for more than 15 minutes,"3 - Meditation (https://www.notion.so/3-Meditation-5f7f07d11a974172ba14752c7a162299?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-2568299f92bb424ab749d791e6faef73?pvs=21), 6 - Deepstash / Article Reading (https://www.notion.so/6-Deepstash-Article-Reading-0cac9da5c2c84d37ae479462191387f2?pvs=21), 4 - Calligraphy Practice (https://www.notion.so/4-Calligraphy-Practice-4a9268b673d346c39561ae510bb670b4?pvs=21), 5 - Summary 1 article / content (https://www.notion.so/5-Summary-1-article-content-f7f50a01dddb483aa22f1676b1aafe20?pvs=21), 1 - Codecademy Practice (https://www.notion.so/1-Codecademy-Practice-d2c07f54fe5d454f9f9654869d0217aa?pvs=21), Hotkey Configuration Page UI  (https://www.notion.so/Hotkey-Configuration-Page-UI-0fa3b2f46c2c40cfbfb04477a9c06e0c?pvs=21), Research on 100 principles (https://www.notion.so/Research-on-100-principles-7999b85936624febaece5b33ca7aea57?pvs=21), On-site measurement (https://www.notion.so/On-site-measurement-ff576cd79edc431fa42eeb9fa12723c1?pvs=21)",Dinner eat too much,9,,0.777777777778,7,Good
Sep 15,Wednesday," 0%",██████████ 100%,⚪️⚪️⚪️⚪️⚪️⚪️⚪️🔴,🧭 Reset Day,No,No,No,No,No,No,No,No,,,0,0,,,120,Progress in house moving - planned furniture to order,Week 37 (https://www.notion.so/Week-37-2dd76468f0014e138cfd427c01725c27?pvs=21),"September 15, 2021",0,Can I be more focus?,2,☑️ Avoid using social media for more than 15 minutes,"Try It Out bug fix (https://www.notion.so/Try-It-Out-bug-fix-bfb8b5a042984cea987ce838a8908531?pvs=21), Plan ikea furniture sizes (https://www.notion.so/Plan-ikea-furniture-sizes-b890c54cec254aec91ec285bd7940a30?pvs=21)",Over ordered food,2,,1,2,Normal
Sep 14,Tuesday,░░░ 38%,█████████ 90%,⚪️⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🚀 Productive,Yes,No,Yes,Yes,No,No,No,No,6.5,2,0,4.5,,,,,Week 37 (https://www.notion.so/Week-37-2dd76468f0014e138cfd427c01725c27?pvs=21),"September 14, 2021",0.375,Can I be more focus?,9,☑️ Avoid using social media for more than 15 minutes,"2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-c708ab74a4a44387aa3b29ced31d893b?pvs=21), 4 - Calligraphy Practice (https://www.notion.so/4-Calligraphy-Practice-084b0dc97bf8434498be823e4e2e828e?pvs=21), 3 - Meditation (https://www.notion.so/3-Meditation-f5c7095b55b44ffdb788d60d3a91fde4?pvs=21), 5 - Summary 1 article / content (https://www.notion.so/5-Summary-1-article-content-7d3677c46ba649bbb7a472aa0508bf32?pvs=21), 6 - Deepstash / Article Reading (https://www.notion.so/6-Deepstash-Article-Reading-d4c70c3cf2134877b02e19fe019d8366?pvs=21), 1 - Codecademy Practice (https://www.notion.so/1-Codecademy-Practice-28fdb128d18f4e3dace0fe3194e182f7?pvs=21), [IHI] Landing page - Link button and link styles (https://www.notion.so/IHI-Landing-page-Link-button-and-link-styles-2fa18dd069154ba7a4cf23126a3cc14e?pvs=21), [IHI] Lidar UI Mockup Part 1 (https://www.notion.so/IHI-Lidar-UI-Mockup-Part-1-5916f729190c4cf689a93b2815ff6d68?pvs=21), Research on Chrome extension development, prepare necessary steps and timeline required (https://www.notion.so/Research-on-Chrome-extension-development-prepare-necessary-steps-and-timeline-required-5b8f4b8a3ff94c299616e435b029d84d?pvs=21), Asyncapi display logic and side link menu bug fix (https://www.notion.so/Asyncapi-display-logic-and-side-link-menu-bug-fix-8a52a22eda3844e5b9cf3a2af6e77878?pvs=21)",,10,,0.9,9,Good
Sep 13,Monday,░░░░░ 50%,███████ 73%,⚪️⚪️⚪️⚪️⚪️⚫️⚪️⚪️,🔥 Very Productive,Yes,No,Yes,Yes,No,No,Yes,No,6.5,2,0,4.5,,,70,Some productive time. Jog and reading,Week 37 (https://www.notion.so/Week-37-2dd76468f0014e138cfd427c01725c27?pvs=21),"September 13, 2021",0.5,Can I be more focus?,8,☑️ Avoid using social media for more than 15 minutes,"2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-9b6eb5350a694e3a81d03d758cffb5c2?pvs=21), 3 - Meditation (https://www.notion.so/3-Meditation-d5417b8fd2c649fe831f443481048414?pvs=21), 4 - Calligraphy Practice (https://www.notion.so/4-Calligraphy-Practice-4384f981a1e04a2f994b29b4cf567d5a?pvs=21), 5 - Summary 1 article / content (https://www.notion.so/5-Summary-1-article-content-a6e6d227bf344a4e98ace7a9f1fc589b?pvs=21), 6 - Deepstash / Article Reading (https://www.notion.so/6-Deepstash-Article-Reading-cce31e088a0149108c5122b1af10b954?pvs=21), 1 - Codecademy Practice (https://www.notion.so/1-Codecademy-Practice-bf1508443079449783dbce533f085fe4?pvs=21), [IHI] Landing page frontend development part 2 (https://www.notion.so/IHI-Landing-page-frontend-development-part-2-6587a043e8be4f6d88413770c2ae07a3?pvs=21), [IHI] Singapore Operation Dashboard Change style and layout (Part 2) (https://www.notion.so/IHI-Singapore-Operation-Dashboard-Change-style-and-layout-Part-2-e9101c231ac64333b09aa209bbeb4d23?pvs=21), Create new table component for each section (https://www.notion.so/Create-new-table-component-for-each-section-67e59db197e746f7b8fa9a3bd480d7cc?pvs=21), Competitor Research and Analyse (https://www.notion.so/Competitor-Research-and-Analyse-88aedd5b49cc42c5ac9eb766489b488d?pvs=21), Asyncapi display logic and side link menu bug fix (https://www.notion.so/Asyncapi-display-logic-and-side-link-menu-bug-fix-8a52a22eda3844e5b9cf3a2af6e77878?pvs=21)",Dinner over eating. Lost control of time,11,,0.727272727273,9,Good
Sep 12,Sunday,░░░ 38%,███████ 70%,⚪️⚪️⚪️⚪️⚪️⚫️⚪️🔴,🚀 Productive,No,No,Yes,Yes,No,No,Yes,No,7,1.5,0,5.5,,,400,"Progress in company project, getting back reading habit",Week 36 (https://www.notion.so/Week-36-135e11536f1d49e48fa8830aa7024c24?pvs=21),"September 12, 2021",0.375,Can I spend more quality time in the afternoon and be more productive?,7,☑️ Leave computer by 11 pm,"3 - Meditation (https://www.notion.so/3-Meditation-333b4781e3424272b0968f0d8ecd8381?pvs=21), 4 - Calligraphy Practice (https://www.notion.so/4-Calligraphy-Practice-7b897aeff8ac43c7bef490522963939e?pvs=21), 5 - Summary 1 article / content (https://www.notion.so/5-Summary-1-article-content-46438332ecf74a8ca167142541e7fd73?pvs=21), 6 - Deepstash / Article Reading (https://www.notion.so/6-Deepstash-Article-Reading-f618616ea3604218906af3f5c32fbd2f?pvs=21), 1 - Codecademy Practice (https://www.notion.so/1-Codecademy-Practice-0772f1a6e45344ad9868d7225dd1a580?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-d6690557a2c8443ba7dd05a26697834c?pvs=21), [IHI] Landing page UI development part 1 (https://www.notion.so/IHI-Landing-page-UI-development-part-1-7ef16b353453403e925b7297aa34288d?pvs=21), Housework (https://www.notion.so/Housework-1dc0abfecead42749039b429703b216a?pvs=21), Research on 100 principles (https://www.notion.so/Research-on-100-principles-7999b85936624febaece5b33ca7aea57?pvs=21), 2022 Alignment Zone Update (https://www.notion.so/2022-Alignment-Zone-Update-d0a0261076464db398f871ca70023c8a?pvs=21)","Eat at mid night, very bad decision. ",10,,0.7,9,Good
Sep 11,Saturday,░░░ 38%,███ 38%,⚪️⚪️⚪️⚪️🟣⚫️⚪️⚪️,❌ Not Productive,No,No,No,No,No,Yes,Yes,Yes,8,1.5,2,8.5,,,14.8,,Week 36 (https://www.notion.so/Week-36-135e11536f1d49e48fa8830aa7024c24?pvs=21),"September 11, 2021",0.375,Can I spend more quality time in the afternoon and be more productive?,3,☑️ Leave computer by 11 pm,"2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-52467f1f2f5f41a3b270ed3b66b86462?pvs=21), 3 - Meditation (https://www.notion.so/3-Meditation-30940f64b64b451786993ea554a4c61c?pvs=21), 4 - Calligraphy Practice (https://www.notion.so/4-Calligraphy-Practice-4791e75b709f4904ada045adfe9e2ddf?pvs=21), 5 - Record 1 inspiration (https://www.notion.so/5-Record-1-inspiration-a70e98925f664151a2158900fe10c567?pvs=21), 6 - Deepstash / Article Reading (https://www.notion.so/6-Deepstash-Article-Reading-cec551eb966d45f4a4fbb40b7a6149f3?pvs=21), 1 - Codecademy Practice (https://www.notion.so/1-Codecademy-Practice-ae9bfb9676724b20939c83e87db7239b?pvs=21), Research on 100 principles (https://www.notion.so/Research-on-100-principles-7999b85936624febaece5b33ca7aea57?pvs=21), 2022 Weekly Review Template - Body Content Template (https://www.notion.so/2022-Weekly-Review-Template-Body-Content-Template-643d57176bef4ce1bc11291e58bc69a3?pvs=21)","Long afternoon nap, time wasted on netflex",8,,0.375,4,Good
Sep 10,Friday," 0%",█████ 57%,🔵⚪️⚪️⚪️⚪️⚫️⚪️🔴,🚀 Productive,No,No,No,No,No,No,No,No,8.5,1.5,0,7,,,,,Week 36 (https://www.notion.so/Week-36-135e11536f1d49e48fa8830aa7024c24?pvs=21),"September 10, 2021",0,Can I spend more quality time in the afternoon and be more productive?,4,☑️ Leave computer by 11 pm,"3 - Meditation (https://www.notion.so/3-Meditation-f1ef3eee60ea455d813e7c950992161d?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-48874f61c5a342048cf6db12447fae03?pvs=21), 4 - Calligraphy Practice (https://www.notion.so/4-Calligraphy-Practice-fe6605decaee40d0a952e84349e3c711?pvs=21), 5 - Record 1 inspiration (https://www.notion.so/5-Record-1-inspiration-ebdabdc560cf4d33954bd9688ec6f649?pvs=21), 6 - Deepstash / Article Reading (https://www.notion.so/6-Deepstash-Article-Reading-c30b6a8376b64204bbb0023dac04023f?pvs=21), 1 - Codecademy Practice (https://www.notion.so/1-Codecademy-Practice-a320e2969e08447a9137515fa3399acd?pvs=21), API Documentation Bug Fix (https://www.notion.so/API-Documentation-Bug-Fix-382eaf5ef79043de8ad31d2fdbd436f9?pvs=21)",Too excited for the new house till cannot start my day early.,7,,0.571428571429,4,
Sep 9,Thursday,░ 13%,█████ 50%,⚪️⚪️⚪️⚪️⚪️⚪️⚪️🔴,🔥 Very Productive,No,No,No,No,No,No,Yes,No,,,0,0,,,,"Settled most digital appliances for new home. ",Week 36 (https://www.notion.so/Week-36-135e11536f1d49e48fa8830aa7024c24?pvs=21),"September 9, 2021",0.125,Can I spend more quality time in the afternoon and be more productive?,5,☑️ Leave computer by 11 pm,"1 - Codecademy Practice (https://www.notion.so/1-Codecademy-Practice-7baea5cfd3d74772b1d160d65a47e846?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-6d8212857c014b429b6f21055a5ff6cd?pvs=21), 3 - Meditation (https://www.notion.so/3-Meditation-52d5f3afbefe463da2aeecd79577b2cb?pvs=21), 4 - Calligraphy Practice (https://www.notion.so/4-Calligraphy-Practice-a36e0d8ee9804748871a54331a37c413?pvs=21), 5 - Record 1 inspiration (https://www.notion.so/5-Record-1-inspiration-e5bd449e15fd4946a90439e846a16329?pvs=21), 6 - Deepstash / Article Reading (https://www.notion.so/6-Deepstash-Article-Reading-b4501af2cd364c65b74760070bd0bd3c?pvs=21), [API Docs] Deployment documentation (https://www.notion.so/API-Docs-Deployment-documentation-733b3ace5f1b4850bba61cc8b7272079?pvs=21), Research on 100 principles (https://www.notion.so/Research-on-100-principles-7999b85936624febaece5b33ca7aea57?pvs=21), GainCity Make order of Dishwasher, Washing Machine, Fridge, Mattress (https://www.notion.so/GainCity-Make-order-of-Dishwasher-Washing-Machine-Fridge-Mattress-242dfe1562e74d558cbae477d61e00f3?pvs=21), Go bank collect Cheque (https://www.notion.so/Go-bank-collect-Cheque-2db9d2f89f28417080998383f8c3a559?pvs=21)",Night time management. Night over eat.,10,,0.5,5,
Sep 8,Wednesday," 0%",█████ 58%,⚪️⚪️⚪️⚪️⚪️⚪️⚪️🔴,❌ Not Productive,No,No,No,No,No,No,No,No,6,11,0,7,,,,Managed client expectation well. Client management skill improved,Week 36 (https://www.notion.so/Week-36-135e11536f1d49e48fa8830aa7024c24?pvs=21),"September 8, 2021",0,Can I spend more quality time in the afternoon and be more productive?,7,☑️ Leave computer by 11 pm,"3 - Meditation (https://www.notion.so/3-Meditation-804d616ed7f344d98cc872ef629d1b65?pvs=21), 4 - Calligraphy Practice (https://www.notion.so/4-Calligraphy-Practice-819292a5f63345f3ae2b46cb612fd91b?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-9582805966a4474e89b9111bdc072793?pvs=21), 5 - Record 1 inspiration (https://www.notion.so/5-Record-1-inspiration-fef3acb6fc5b463d9e2b14712d91a2ee?pvs=21), 6 - Deepstash / Article Reading (https://www.notion.so/6-Deepstash-Article-Reading-44026b4646954ed6ab9c94faf81cb837?pvs=21), 1 - Codecademy Practice (https://www.notion.so/1-Codecademy-Practice-ed9af16208774edab8a57a6cf6de48c2?pvs=21), Hotkey Configuration Page UI  (https://www.notion.so/Hotkey-Configuration-Page-UI-0fa3b2f46c2c40cfbfb04477a9c06e0c?pvs=21), Make Kitchen Renovation Order (https://www.notion.so/Make-Kitchen-Renovation-Order-cf58dd5a780941f19e60f27456e58730?pvs=21), Scribe rabbit welcome email HTML code (https://www.notion.so/Scribe-rabbit-welcome-email-HTML-code-f7e52706ca47448db2e8127aa0c593a6?pvs=21), Review ScribeRabbit whole user journey  (https://www.notion.so/Review-ScribeRabbit-whole-user-journey-4200200447da4f058ffb6f6855b2fa62?pvs=21), User uploader, languange selection, tag selection UI  (https://www.notion.so/User-uploader-languange-selection-tag-selection-UI-ca414fc4126c4cd6aba73dcdddc21ad8?pvs=21), Prepare kitchen renovation documentation (https://www.notion.so/Prepare-kitchen-renovation-documentation-364d2951f09543a19cc2972f99624cc4?pvs=21)","Night time didn't use properly, should work for a while",12,,0.583333333333,8,
Sep 7,Tuesday,░░ 25%,█████ 55%,⚪️⚪️⚪️⚪️⚪️⚫️⚪️🔴,❌ Not Productive,No,No,Yes,Yes,No,No,No,No,6,2,0,4,,,,,Week 36 (https://www.notion.so/Week-36-135e11536f1d49e48fa8830aa7024c24?pvs=21),"September 7, 2021",0.25,Can I spend more quality time in the afternoon and be more productive?,6,☑️ Leave computer by 11 pm,"3 - Meditation (https://www.notion.so/3-Meditation-5710da99d23541dea0c8d5eabdf000ac?pvs=21), 5 - Record 1 inspiration (https://www.notion.so/5-Record-1-inspiration-d434dd29005348668f6a4c82dc7fa80d?pvs=21), 2 - Doulingo Study (https://www.notion.so/2-Doulingo-Study-0ff845b851464f4da3f4c7847c47d679?pvs=21), 4 - Calligraphy Practice (https://www.notion.so/4-Calligraphy-Practice-254eaa9aefc74438b5effa5204f2a41d?pvs=21), 6 - Deepstash / Article Reading (https://www.notion.so/6-Deepstash-Article-Reading-ffdcb3ae3c694ea1a4a32260c371ea70?pvs=21), 1 - Codecademy Practice (https://www.notion.so/1-Codecademy-Practice-e676876336f74a81ab4d6c7e1d00bf72?pvs=21), [IHI] Singapore Traffic Dashboard Change style and layout (Part 1) (https://www.notion.so/IHI-Singapore-Traffic-Dashboard-Change-style-and-layout-Part-1-fd17692049d84d97ad6831f7646e5c00?pvs=21), [IHI] Singapore Operation Dashboard Change style and layout (Part 1) (https://www.notion.so/IHI-Singapore-Operation-Dashboard-Change-style-and-layout-Part-1-5d87b8d8de704d7dac5f959de627eb41?pvs=21), Research on Swagger UI, Redoc and Try It Out, side by side compare (https://www.notion.so/Research-on-Swagger-UI-Redoc-and-Try-It-Out-side-by-side-compare-4589b980bdc14491a069ad5d8dc1a6fe?pvs=21), Competitor Research and Analyse (https://www.notion.so/Competitor-Research-and-Analyse-f8be2135a75f4acea6eab13a814738c2?pvs=21), [IHI] Singapore Operation Dashboard Change style and layout (Part 2) (https://www.notion.so/IHI-Singapore-Operation-Dashboard-Change-style-and-layout-Part-2-e9101c231ac64333b09aa209bbeb4d23?pvs=21)",,11,,0.545454545455,9,
