Date,Finished Todos (Actual),Total Todos,Day Quality,Long Nap Hours,Did Not Exercise,Day Quality - Sleep Very Late,Day Quality - Sleep Late,Day Quality - Wake Up Very Late,Day Quality - Wake Up Late,Productivity,Productivity - Num,Weekday,Night Sleep Hours,Sleep Hours,Mood,Effectiveness,Exercised,Nap Hours,Sleep At,Things Learned,Wake At,Weight,Bad Decisions,Disappointments,Good Decisions,Sleep Quality,[OLD] Bad Decisions Summary,Bad Decisions Made,Calories Intake,Check-Ins,Food,Mindset Sculpting,Money Spend,Process & Archievements,Summary
"May 23, 2023",9,9,⚪️⚪️🟤🟣⚪️⚪️⚪️,1,0,0,0,0,0,Productive,1,Tuesday,5.5,7.5,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,2,1,Perceptron structure. Train a sklearn perceptron ,6.5,120.5,,,,Good,,Nap when don't really need to sleep (https://www.notion.so/Nap-when-don-t-really-need-to-sleep-ebed0152f8e24fe1a81d829a126f4c1d?pvs=21),2640,"Wake up early. Last night one thing didn’t do well is after routine breaker event didn’t take a pause, e.g. after dinner immediately went to sleep, if pause 5 minutes, there is a good chance I’ll want to take a shower, then don’t need to take the nap any more. Same as after wake up, if take a shower and make a clear plan, there is a good chance that I’ll go out for jog. Today’s main focus will be - Complete my own Daido Steel Final report, fill up some forms and tables of WeiNa’s report.  (https://www.notion.so/Wake-up-early-Last-night-one-thing-didn-t-do-well-is-after-routine-breaker-event-didn-t-take-a-paus-133177a33c534a0eb3ed9d5e60b468c3?pvs=21)","Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21), Tendon (https://www.notion.so/Tendon-10c4cd31b0ae4cc381279a7ba16e70c4?pvs=21)","Choose the job you love, you’ll never work a day in your life.  (https://www.notion.so/Choose-the-job-you-love-you-ll-never-work-a-day-in-your-life-eaf61b3e71054b71ab2bdbd945a34dca?pvs=21), The strongest motivation force of an individual is to find a meaning in life.  (https://www.notion.so/The-strongest-motivation-force-of-an-individual-is-to-find-a-meaning-in-life-d4b95fb643894ad09c5feda0023ba309?pvs=21)",258.9,,"Wake up early. Last night one thing didn’t do well is after routine breaker event didn’t take a pause, e.g. after dinner immediately went to sleep, if pause 5 minutes, there is a good chance I’ll want to take a shower, then don’t need to take the nap any more. Same as after wake up, if take a shower and make a clear plan, there is a good chance that I’ll go out for jog. Today’s main focus will be - Complete my own Daido Steel Final report, fill up some forms and tables of WeiNa’s report. "
"May 22, 2023",9,9,⚪️⚪️🟤⚪️⚫️⚪️⚪️,0,0,0,1,0,0,Very Productive,2,Monday,4.5,5.5,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,1,2,Basic deep learning. Structure of neurons. ,6.5,121.3,,,,Normal,,Long nap / Nap late (https://www.notion.so/Long-nap-Nap-late-894a61986c384fe2a58f61b92daf4d6f?pvs=21),2494,"Wake up early. A little but sleepy and tired, but managed to fully wake up within half an hour. Today’s main focus will be - create some data analytic pipeline with google colab, in case need to visualise Daidosteel data. As much as possible, try to make some progress on the Daido steel final report. Study ZINB model at night.  (https://www.notion.so/Wake-up-early-A-little-but-sleepy-and-tired-but-managed-to-fully-wake-up-within-half-an-hour-Toda-6de3cbf9a54443f1aebd1deccbbd07af?pvs=21), After dinner still getting too sleepy and took a 1 hour nap. If this can be avoided, I’ll have 2 more hours night time. Probably I can try to take a outside walk or take a shower immediately right after dinner.  (https://www.notion.so/After-dinner-still-getting-too-sleepy-and-took-a-1-hour-nap-If-this-can-be-avoided-I-ll-have-2-mor-c8f6c1cb2e88437c9eb5fedabd85615e?pvs=21)","McDonald Butter Milk Crispy Chicken Burger (https://www.notion.so/McDonald-Butter-Milk-Crispy-Chicken-Burger-e0950cff7ec0494cb6eafaf06070f31c?pvs=21), Other - Heavy Dinner (https://www.notion.so/Other-Heavy-Dinner-a8da1f2152d041f98c869e18178e5c77?pvs=21)",You will get all you want in life if you help enough other people get what they want.  (https://www.notion.so/You-will-get-all-you-want-in-life-if-you-help-enough-other-people-get-what-they-want-66ce07eb57a944ad99f6bd6f4dbcfb50?pvs=21),28,,"Wake up early. A little but sleepy and tired, but managed to fully wake up within half an hour. Today’s main focus will be - create some data analytic pipeline with google colab, in case need to visualise Daidosteel data. As much as possible, try to make some progress on the Daido steel final report. Study ZINB model at night. , After dinner still getting too sleepy and took a 1 hour nap. If this can be avoided, I’ll have 2 more hours night time. Probably I can try to take a outside walk or take a shower immediately right after dinner. "
"May 21, 2023",9,9,🔵🔵🟤🟣⚫️⚪️⚪️,1,0,0,1,1,1,Very Productive,2,Sunday,7,10,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,3,1.5,"Bayesian therom, calculate probability of X given x. Gradient boosting forecasting ",8.5,120.2,,,,Good,,Long nap / Nap late (https://www.notion.so/Long-nap-Nap-late-894a61986c384fe2a58f61b92daf4d6f?pvs=21),2107,"Wake up on time. Distracted for half an hour, but back on track. Slowly building up my discipline. Today’s focus is - complete my reading tasks, make some progress in Daido steel final report, try to read and understand how WeiNa wrote her part. Study intermittent data forecasting.  (https://www.notion.so/Wake-up-on-time-Distracted-for-half-an-hour-but-back-on-track-Slowly-building-up-my-discipline-T-e788585eb1ba4db8b2e14c7900b8d126?pvs=21)","Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21), Fried Rice (https://www.notion.so/Fried-Rice-2c172779c65c4b1aa5c32dc8897dac69?pvs=21)",He who has a why to live for can bear almost any how.  (https://www.notion.so/He-who-has-a-why-to-live-for-can-bear-almost-any-how-ce032b6ce23f4d50bdc5310a9d9ef24a?pvs=21),82,,"Wake up on time. Distracted for half an hour, but back on track. Slowly building up my discipline. Today’s focus is - complete my reading tasks, make some progress in Daido steel final report, try to read and understand how WeiNa wrote her part. Study intermittent data forecasting. "
"May 20, 2023",10,11,🔵🔵🟤⚪️⚪️⚪️⚪️,0,0,0,0,1,1,Productive,1,Saturday,11,11,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.9090909091,Yes,,10,Symmetric of a system. Don’t treat others the way that you don’t want to be treated. Kant’s idea - only behave as general people will behave.,9,119.3,,,,Good,,,2800,"After a 4 days continuous wake up early, either because some bad habit, or naturally I’ll need more sleep, I cannot wake up early and stay fully disciplined any more. Slept  early, watched some sort video - brainless content, and had a very good rest last night. Today’s focus will be - complete housework, clean up fridge and organize the kitchen. Print LC’s prints, go Artfiend for some art material shopping. And exrcise at night. Jog is important.   (https://www.notion.so/After-a-4-days-continuous-wake-up-early-either-because-some-bad-habit-or-naturally-I-ll-need-more--bac38a01be5a4de1adcfedb0d72e7991?pvs=21)","Other - Heavy Dinner (https://www.notion.so/Other-Heavy-Dinner-a8da1f2152d041f98c869e18178e5c77?pvs=21), Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21)",The purpose of life is to discover your gift. The meaning of life is to give your gift away.  (https://www.notion.so/The-purpose-of-life-is-to-discover-your-gift-The-meaning-of-life-is-to-give-your-gift-away-ae8345ae2c3b4fde9ad77a96b247f12f?pvs=21),258,,"After a 4 days continuous wake up early, either because some bad habit, or naturally I’ll need more sleep, I cannot wake up early and stay fully disciplined any more. Slept  early, watched some sort video - brainless content, and had a very good rest last night. Today’s focus will be - complete housework, clean up fridge and organize the kitchen. Print LC’s prints, go Artfiend for some art material shopping. And exrcise at night. Jog is important.  "
"May 19, 2023",4,12,⚪️⚪️🟤⚪️⚪️⚪️🔴,0,1,0,0,0,0,Not Productive,-1,Friday,5.5,5.5,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.3333333333,No,,1,"After 4 continuous productive day, my self discipline is going down a lot. Either need extra amount of res, or seeking for some other way to boost my productivity. ",6.5,120.1,,,,Good,,Skipped night reflection (https://www.notion.so/Skipped-night-reflection-3d2e7175c06545b9bb2c5dce04706465?pvs=21),2050,"Wake up on time. Feeling stronger level of sleepy.  Today’s main focus will be, go outside buy things I needed / want. Daido steel report. Reading and study.  (https://www.notion.so/Wake-up-on-time-Feeling-stronger-level-of-sleepy-Today-s-main-focus-will-be-go-outside-buy-thing-0a9cb00663d34029a0491cd850f3ce40?pvs=21)","Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21), Beef Noodle  (https://www.notion.so/Beef-Noodle-97fd0330993a42d18620d24855f437d0?pvs=21)","You’ve got to be able to look at your thoughts on paper and discover what a fool you were.  (https://www.notion.so/You-ve-got-to-be-able-to-look-at-your-thoughts-on-paper-and-discover-what-a-fool-you-were-c0c945264d51407997a5449293be176c?pvs=21), Humans has the responsibility to be at their best possible selves by extracting meanings from every moments.  (https://www.notion.so/Humans-has-the-responsibility-to-be-at-their-best-possible-selves-by-extracting-meanings-from-every--fcb010cc42cb4cbc8d557d93604e1c09?pvs=21)",351,,"Wake up on time. Feeling stronger level of sleepy.  Today’s main focus will be, go outside buy things I needed / want. Daido steel report. Reading and study. "
"May 18, 2023",7,9,⚪️⚪️🟤⚪️⚪️⚪️⚪️,0,0,0,0,0,0,Rest Day,0,Thursday,5.5,5.5,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.7777777778,Yes,,1,Bayesian Gaussian Mixture Model will automatically find the optimal number of clusters. ,6.5,118.1,,,,Good,,,2800,"Today’s focus will be - complete my morning routine before go ICA for taking the oath. Read GPT related paper, make some progress for Daido steel final report. And study Intermitten data forecasting.  (https://www.notion.so/Today-s-focus-will-be-complete-my-morning-routine-before-go-ICA-for-taking-the-oath-Read-GPT-rela-d2a7412176144f509e4a1218ce52eb75?pvs=21)","Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21), Other - Heavy Dinner (https://www.notion.so/Other-Heavy-Dinner-a8da1f2152d041f98c869e18178e5c77?pvs=21)",You’ve got to be able to look at your thoughts on paper and discover what a fool you were.  (https://www.notion.so/You-ve-got-to-be-able-to-look-at-your-thoughts-on-paper-and-discover-what-a-fool-you-were-c0c945264d51407997a5449293be176c?pvs=21),78,,"Today’s focus will be - complete my morning routine before go ICA for taking the oath. Read GPT related paper, make some progress for Daido steel final report. And study Intermitten data forecasting. "
"May 17, 2023",10,10,⚪️⚪️🟤⚪️⚪️⚪️⚪️,0,0,0,0,0,0,Very Productive,2,Wednesday,6,6.75,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,0.75,0.5,"Gaussian Mixture model, identify the best number of clusters",6.5,119,,,,Good,,,2800,"Wake up early in the morning. A bit sleepy, but that is the thing I have to over come, It is going to be painful for a few days. But after that I’ll gain my maximum productivity. (https://www.notion.so/Wake-up-early-in-the-morning-A-bit-sleepy-but-that-is-the-thing-I-have-to-over-come-It-is-going-t-5992cdb2f76949eead3374f6a038f1b6?pvs=21)","Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21), Other - Heavy Dinner (https://www.notion.so/Other-Heavy-Dinner-a8da1f2152d041f98c869e18178e5c77?pvs=21)",Focus is what turns good performers into great performers.  (https://www.notion.so/Focus-is-what-turns-good-performers-into-great-performers-eba8ee6e4fd04dec8069baf3733f9768?pvs=21),94,,"Wake up early in the morning. A bit sleepy, but that is the thing I have to over come, It is going to be painful for a few days. But after that I’ll gain my maximum productivity."
"May 16, 2023",8,9,⚪️⚪️⚪️🟣⚪️⚪️⚪️,1,0,0,0,0,0,Productive,1,Tuesday,5.5,7.5,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.8888888889,Yes,2,1,logarithm. Convert multimulation to sum and dividition to minus,6.5,119.1,,,,Good,,"Long nap / Nap late (https://www.notion.so/Long-nap-Nap-late-894a61986c384fe2a58f61b92daf4d6f?pvs=21), Nap without alarm clock (https://www.notion.so/Nap-without-alarm-clock-fb7d594e78ce4e768d08217a983b9ede?pvs=21)",1541,"Wake up early. Today’s main focus is planning, to have a proper plan of Isuzu demand forecasting and daido steel final deliverable pipelines. Things to learn and research - Zinb model.  (https://www.notion.so/Wake-up-early-Today-s-main-focus-is-planning-to-have-a-proper-plan-of-Isuzu-demand-forecasting-and-d84eefc147c34423aa902bc6b3bb1983?pvs=21)","Mutton Soup (https://www.notion.so/Mutton-Soup-1f393c59a0f74709aa9b839115a7a5f6?pvs=21), 卤猪脚 (https://www.notion.so/c2c5c913cb0d4dce865db9231a21814e?pvs=21), Dumplings (https://www.notion.so/Dumplings-1a832620f3494afdb28939c4ef6581c2?pvs=21)",You can only move if you are actually in the moment. You have to be where you are to get where you need to go.  (https://www.notion.so/You-can-only-move-if-you-are-actually-in-the-moment-You-have-to-be-where-you-are-to-get-where-you-n-0e1d943d28004e648dbf9c38350b3f2a?pvs=21),50,,"Wake up early. Today’s main focus is planning, to have a proper plan of Isuzu demand forecasting and daido steel final deliverable pipelines. Things to learn and research - Zinb model. "
"May 15, 2023",7,10,⚪️⚪️⚪️⚪️⚪️⚪️⚪️,0,0,0,0,0,0,Productive,1,Monday,7.5,7.5,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.7,Yes,,11,,6.5,119,,,,Good,,,1287,Wale up early. Today’s main focus will be - complete the 2nd material for Isuzu forecasting. First material forecasting for next 6 month. Plan for DaiDo Steel final deliverables.  (https://www.notion.so/Wale-up-early-Today-s-main-focus-will-be-complete-the-2nd-material-for-Isuzu-forecasting-First-m-00254436f8f343b38e9a84a5c650c3e3?pvs=21),"Dumplings (https://www.notion.so/Dumplings-1a832620f3494afdb28939c4ef6581c2?pvs=21), Half roasted chicken (https://www.notion.so/Half-roasted-chicken-acbfffdb6cf64c62afb5dacb0b58dbc7?pvs=21)","In order to reach the next peak, you need to go down a lot.  (https://www.notion.so/In-order-to-reach-the-next-peak-you-need-to-go-down-a-lot-6a2286042e6c46b0b135e9d87a971b63?pvs=21)",58,,Wale up early. Today’s main focus will be - complete the 2nd material for Isuzu forecasting. First material forecasting for next 6 month. Plan for DaiDo Steel final deliverables. 
"May 14, 2023",4,11,⚪️⚪️🟤🟣⚫️⚫️⚪️,1,0,1,1,0,0,Not Productive,-1,Sunday,2.9,4.9,Disappointed (https://www.notion.so/Disappointed-5390dd15a84e40e5b43433d58f251cf1?pvs=21),0.3636363636,Yes,2,3,,5.9,118.8,,,,Bad,,,2800,"Wake up very early. Organised workspace and bookshelf. At least now have a clean environment, with a few empty storage spaces. Today’s main focus will be - buy suit, clean floor, take some good rest, exercise, and focus on weekly review. I must get rid of the argument thoughts in my mind.  (https://www.notion.so/Wake-up-very-early-Organised-workspace-and-bookshelf-At-least-now-have-a-clean-environment-with-a-e71fc15c20bd423889432ca53b91fc35?pvs=21)","Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21), Other - Heavy Dinner (https://www.notion.so/Other-Heavy-Dinner-a8da1f2152d041f98c869e18178e5c77?pvs=21)","Tis easier to prevent bad habits than to break them. Be at war with your vices, at peace with your neighbors, and let every New Year find you a better man.  (https://www.notion.so/Tis-easier-to-prevent-bad-habits-than-to-break-them-Be-at-war-with-your-vices-at-peace-with-your-n-1b88c1218ba248b897d967078207af72?pvs=21)",479,,"Wake up very early. Organised workspace and bookshelf. At least now have a clean environment, with a few empty storage spaces. Today’s main focus will be - buy suit, clean floor, take some good rest, exercise, and focus on weekly review. I must get rid of the argument thoughts in my mind. "
"May 12, 2023",7,8,⚪️⚪️⚪️🟣⚫️⚪️⚪️,1,0,0,1,0,0,Productive,1,Friday,3.9,5.9,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.875,Yes,2,2,Gaussian Mixture Model visualisation. Gaussian mixture models slightly better understanding. ,5.9,120.5,,,,Good,,Social media distraction (https://www.notion.so/Social-media-distraction-9287a63e8c1c4ad989b6d783b9fa116a?pvs=21),1672,"Wake up early, because have 3d printed model to check. Have something in mind is a good booster to make to wake up early. Today’s focus will be - focus on complete the n_in n_out training pipeline for RandomForest and XGBoost, make predictions for the Isuzu data set.  (https://www.notion.so/Wake-up-early-because-have-3d-printed-model-to-check-Have-something-in-mind-is-a-good-booster-to-m-ed051f3133344d608296acd83600057f?pvs=21)","KFC 3 Pcs Chicken (https://www.notion.so/KFC-3-Pcs-Chicken-a39aff78bf544fdb9a385d034b54fa41?pvs=21), Basil Pork with Rice (https://www.notion.so/Basil-Pork-with-Rice-b54082453c0e4bdea2921c555b8f86c2?pvs=21)","做你应该做的事情 (https://www.notion.so/5f4b99e7d77642c3b05b2cfea9d898d5?pvs=21), 痛苦是动物性的，不纯粹的理性会放大痛苦，纯粹的理性则会减小痛苦。 (https://www.notion.so/bf61c420cc5e4ff09e9d6cac588a6fa1?pvs=21), Tis easier to prevent bad habits than to break them. Be at war with your vices, at peace with your neighbors, and let every New Year find you a better man.  (https://www.notion.so/Tis-easier-to-prevent-bad-habits-than-to-break-them-Be-at-war-with-your-vices-at-peace-with-your-n-1b88c1218ba248b897d967078207af72?pvs=21)",53.6,Complete Isuzu forecasting models and the initial processes. Going to build the forecasting pipeline. ,"Wake up early, because have 3d printed model to check. Have something in mind is a good booster to make to wake up early. Today’s focus will be - focus on complete the n_in n_out training pipeline for RandomForest and XGBoost, make predictions for the Isuzu data set. "
"May 11, 2023",10,10,⚪️⚪️🟤⚪️⚫️⚪️⚪️,0,0,0,1,0,0,Productive,1,Thursday,5,5,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,,1.5,"Gradient mixture machine for clustering, and generate new instances. ",6.5,120.8,,,,Good,,Didn't refer and update calendar planning (https://www.notion.so/Didn-t-refer-and-update-calendar-planning-5017cae8be2b472fb1ddcaf61864188e?pvs=21),2100,"Wake up early. Today’s main focus will be - take some good rest, set up linux server on IBM think pad, so I can practice coding with VIM.  (https://www.notion.so/Wake-up-early-Today-s-main-focus-will-be-take-some-good-rest-set-up-linux-server-on-IBM-think-pa-18aef419c6284b13ac9fa57f319bdfc6?pvs=21)","Mala  (https://www.notion.so/Mala-277d4bd844e84c49ab2a95550d06ba60?pvs=21), Mixed veg rice - 2 meat 1 veg  (https://www.notion.so/Mixed-veg-rice-2-meat-1-veg-c4c5cd8ec568489a9d4fb770d3f92753?pvs=21)","知行合一 (https://www.notion.so/9e3f41e605e84cc99abff45cb59b1855?pvs=21), 痛苦的界限在于理性的觉醒 (https://www.notion.so/3f5de747168544c280ca042483888e5c?pvs=21)",59,Cleaned working environment,"Wake up early. Today’s main focus will be - take some good rest, set up linux server on IBM think pad, so I can practice coding with VIM. "
"May 10, 2023",8,8,🔵🔵🟤🟣⚫️⚫️⚪️,1,0,1,1,1,1,Productive,1,Wednesday,6,8,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,2,2.5,Gaussian Mixture Models ,8.5,120.7,,,,Good,,,1879,Wake up a bit late than planned. Probably because I over worked last night. But I enjoy the time when working quietly at night a lot. Need to adjust.  (https://www.notion.so/Wake-up-a-bit-late-than-planned-Probably-because-I-over-worked-last-night-But-I-enjoy-the-time-whe-04365cbc22a6422a9439cd9fdf4852ea?pvs=21),"Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21), Braised beef noodle (https://www.notion.so/Braised-beef-noodle-684ea0bfb44c46e2b930fdb625c96483?pvs=21)","Be fucking professional (https://www.notion.so/Be-fucking-professional-b0a44ff1af7349db804e209c554bba69?pvs=21), Failure is part of the process (https://www.notion.so/Failure-is-part-of-the-process-fca6d53a999446888edf7f9126ef2462?pvs=21)",0.1,"Some progress in IDSC model evaluation and isuzu data predictions. Random Forest model cannot use , returned 500 server error",Wake up a bit late than planned. Probably because I over worked last night. But I enjoy the time when working quietly at night a lot. Need to adjust. 
"May 9, 2023",7,8,🔵⚪️🟤🟣⚫️⚪️⚪️,1,0,0,1,0,1,Productive,1,Tuesday,6.25,8,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.875,Yes,1.75,1.5,DBSCAN clustering algorithm ,7.75,120.4,,,,Good,,,2107,"Wake up slightly late. I should use this check in more often rather than just recording my wake up time. Today’s main focus will be - get back on track, get started IDSC model evaluation, and plan out what I am going to do for the rest of them month, for daidosteel.  (https://www.notion.so/Wake-up-slightly-late-I-should-use-this-check-in-more-often-rather-than-just-recording-my-wake-up-t-790b56a6d6b543a2b07bc56afdb0c215?pvs=21)","Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21), Fried Rice (https://www.notion.so/Fried-Rice-2c172779c65c4b1aa5c32dc8897dac69?pvs=21)","Eliminate interruptions at all cost, reduce the scope, stick with the schedule.  (https://www.notion.so/Eliminate-interruptions-at-all-cost-reduce-the-scope-stick-with-the-schedule-172bb8ec5bfc4b51bceb53abf3912ab9?pvs=21)",82,,"Wake up slightly late. I should use this check in more often rather than just recording my wake up time. Today’s main focus will be - get back on track, get started IDSC model evaluation, and plan out what I am going to do for the rest of them month, for daidosteel. "
"May 8, 2023",6,9,🔵🔵🟤🟣⚫️⚫️🔴,1,1,1,1,1,1,Rest Day,0,Monday,4.5,7,"Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21), Exhausted (https://www.notion.so/Exhausted-9314f6c5c3564093afdabb9648c25d44?pvs=21)",0.6666666667,No,2.5,4,3d rendering with blender. Only show things that you have full confidence to people.,8.5,120.6,,,,Good,,,2050,"Today’s main focus will be complete Daido steel presentation, get everything ready and take some good rest in the afternoon (https://www.notion.so/Today-s-main-focus-will-be-complete-Daido-steel-presentation-get-everything-ready-and-take-some-goo-c55575e39b2d46619fbd2a56ac59fd41?pvs=21)","Beef Noodle  (https://www.notion.so/Beef-Noodle-97fd0330993a42d18620d24855f437d0?pvs=21), Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21)",Results come when you focus on one thing for an uncommonly long period of time. (https://www.notion.so/Results-come-when-you-focus-on-one-thing-for-an-uncommonly-long-period-of-time-0616e2c604264e639cd4701885810137?pvs=21),98,,"Today’s main focus will be complete Daido steel presentation, get everything ready and take some good rest in the afternoon"
"May 7, 2023",7,10,🔵🔵🟤⚪️⚫️⚪️⚪️,0,0,0,1,1,1,Productive,1,Sunday,7,8,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.7,Yes,1,1.5,"Clustering with supervision from human, continue learning. ",8.5,119.3,,,,Good,,,2289,"It’s a good day. Wake up naturally after alarm clock and still consider early. I am going to focus on complete the presentation scripts, and practice at least 3 times. I’ll create a good time line chart represent the bss-time relationship.  (https://www.notion.so/It-s-a-good-day-Wake-up-naturally-after-alarm-clock-and-still-consider-early-I-am-going-to-focus-o-9d8d928242ae4039a66f6ed544264886?pvs=21)","Other - Heavy Dinner (https://www.notion.so/Other-Heavy-Dinner-a8da1f2152d041f98c869e18178e5c77?pvs=21), McDonald Chicken X2 (https://www.notion.so/McDonald-Chicken-X2-5f04f4a0121b4c9994d0584339f14bc5?pvs=21)","When you commit all your energy in one direction for an uncommonly long period of time, you develop talent.  (https://www.notion.so/When-you-commit-all-your-energy-in-one-direction-for-an-uncommonly-long-period-of-time-you-develop--7142cfd104874ad5bec46dffaefb2086?pvs=21)",74,,"It’s a good day. Wake up naturally after alarm clock and still consider early. I am going to focus on complete the presentation scripts, and practice at least 3 times. I’ll create a good time line chart represent the bss-time relationship. "
"May 6, 2023",9,14,🔵🔵🟤⚪️⚫️⚪️⚪️,0,0,0,1,1,1,Productive,1,Saturday,7.5,7.5,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.6428571429,Yes,,1.5,It is always necessary to have the draft before speaking. In any scenerio,9,120.7,,,,Good,,,2100,"Morning with additional sleep. Today going to focus only on 2 things - housework , organise things as much as possible. Practice Daido Steel Presentation, explain the timeline chart and feature extraction part well.   (https://www.notion.so/Morning-with-additional-sleep-Today-going-to-focus-only-on-2-things-housework-organise-things-a-e3e756f98b804a0fb1ecd03249aa318d?pvs=21)","Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21), Mixed veg rice - 2 meat 1 veg  (https://www.notion.so/Mixed-veg-rice-2-meat-1-veg-c4c5cd8ec568489a9d4fb770d3f92753?pvs=21)",Keep on starting and finishing will take care of itself.  (https://www.notion.so/Keep-on-starting-and-finishing-will-take-care-of-itself-319fd9a4f9894d9ea6ceafbf19fbd2ea?pvs=21),196.4,,"Morning with additional sleep. Today going to focus only on 2 things - housework , organise things as much as possible. Practice Daido Steel Presentation, explain the timeline chart and feature extraction part well.  "
"May 5, 2023",5,7,🔵🔵🟤⚪️⚫️⚪️🔴,0,1,0,1,1,1,Productive,1,Friday,7,8,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.7142857143,No,1,2,"Presentation should consider the audience, how to clearly communicate the results is important. ",9,120.2,,,,Good,,,2400,Wake up late. Consider I am getting a bit sick and i have been continuously wake up early for 3 days. (https://www.notion.so/Wake-up-late-Consider-I-am-getting-a-bit-sick-and-i-have-been-continuously-wake-up-early-for-3-days-433395f246a04da38fa0eaca7b6f616c?pvs=21),"Mala  (https://www.notion.so/Mala-277d4bd844e84c49ab2a95550d06ba60?pvs=21), Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21)","Think about the time when Tan iron clothes, act slowly and steady, things will be done fast and nice. Continuous and consistent. (https://www.notion.so/Think-about-the-time-when-Tan-iron-clothes-act-slowly-and-steady-things-will-be-done-fast-and-nice-817c5ba8b4264642b3a4261565600721?pvs=21)",60,,Wake up late. Consider I am getting a bit sick and i have been continuously wake up early for 3 days.
"May 4, 2023",6,10,⚪️⚪️⚪️🟣⚪️⚪️⚪️,1,0,0,0,0,0,Productive,1,Thursday,4,6,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.6,Yes,2,1,Use virtual machine for the actual production. Always think with the final pipeline in mind. ,5,119,,,,Good,,,1720,Early. Today’s main focus is to train as many good models for Daido Steel as possible. And complete all the pages of the presentation slides.  (https://www.notion.so/Early-Today-s-main-focus-is-to-train-as-many-good-models-for-Daido-Steel-as-possible-And-complete--d77c5755d8e84aa68c6d143b3948c70e?pvs=21),"Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21), Generic Snack (https://www.notion.so/Generic-Snack-3493943990804927b4aaa099892196d8?pvs=21)","The life we receive is not sort, but we make it so.  (https://www.notion.so/The-life-we-receive-is-not-sort-but-we-make-it-so-c3a4d1cb923c44bb9ef71a01b337ebcb?pvs=21), Quality means doing it right when no one is looking.  (https://www.notion.so/Quality-means-doing-it-right-when-no-one-is-looking-59cb91c261f24de089dd050eddd775f0?pvs=21)",139,,Early. Today’s main focus is to train as many good models for Daido Steel as possible. And complete all the pages of the presentation slides. 
